ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
-1.37587,3.978531,4.61673,-2.530187,4.378413,8.402264,0.983776,-0.656315,-2.893787,-0.698791,-0.41272,-0.320404,24,20.2621,-23.0438,-17.1295,249.2228,-36.6777,23.946,5,26.70464,60.021183,30.370975,0,NaN,0,26.4,0,0 / 1,17,2020-01-10 18:02:58:887
-1.37587,3.978531,4.61673,-2.530187,4.378413,8.402264,0.983776,-0.656315,-2.893787,-0.698791,-0.41272,-0.320404,24,20.2621,-23.0438,-17.1295,249.2228,-36.6777,23.946,5,26.70464,60.021183,30.370975,0,NaN,0,26.4,0,0 / 1,2517,2020-01-10 18:02:58:887
5.029816,0.572784,12.112976,2.254119,0.814578,9.509249,1.15962,0.788959,1.896351,0.008545,-0.032959,0.421555,1,-6.4331,-18.5333,-46.4279,197.5357,-4.7647,-13.3355,5,63.3077,60.020485,30.371143,0,NaN,0,64.808,0,2 / 4,100016,2020-01-10 18:04:38:886
1.649216,-7.711151,2.30394,-1.168398,-9.528686,2.002342,2.927125,1.726179,-0.060343,1.902405,1.64946,0.851044,0,-10.6491,45.0363,1.5366,355.8046,88.9654,84.1945,0,63.49654,60.019844,30.369257,40,NaN,6.12,6.068,219.5,25 / 35,200017,2020-01-10 18:06:18:887
-3.311584,-6.089081,-2.101395,-0.158939,-9.805282,-0.039793,-2.341756,3.078408,-1.804308,3.173981,1.25975,1.203812,0,-24.176,71.8369,40.9668,214.6723,69.3382,-164.4772,0,67.09088,60.018974,30.368128,43,NaN,3.204,6.068,159.7,27 / 36,300016,2020-01-10 18:07:58:886
-1.234604,-14.9608,10.857224,-0.237285,-9.802428,-0.162741,0.870447,-3.886721,4.611279,-1.619904,0.597336,-0.69751,0,9.0988,47.0444,-2.2552,321.7714,72.0172,31.4809,0,63.81668,60.01779,30.366945,42,NaN,6.156,15.170001,172.5,25 / 37,400017,2020-01-10 18:09:38:887
4.497116,-14.082123,-0.618195,-1.225453,-9.450583,2.314117,4.920753,-3.389178,-2.672671,0.509033,0.236023,0.179382,0,4.2114,49.0326,3.4958,341.7678,73.1128,27.793,0,64.48004,60.0163,30.367365,52,NaN,7.488,13.653,182.3,24 / 38,500017,2020-01-10 18:11:18:887
4.662308,-15.774826,-0.2854,-1.489189,-9.280161,2.798447,4.076566,-3.103655,-5.79371,0.81015,-0.050354,0.318222,0,4.4693,48.9273,-9.1995,6.0794,71.1403,28.0196,0,57.7202,60.014915,30.367836,54,NaN,6.12,15.170001,152.3,26 / 38,600017,2020-01-10 18:12:58:887
-9.889648,-0.844589,2.637924,0.976187,-8.842126,-4.127257,-2.316069,-2.937459,8.974291,-0.458221,-0.198593,0.111923,0,10.4538,32.4799,29.3228,130.9763,63.932,-174.5847,0,67.92136,60.01345,30.36834,40,NaN,2.268,16.687,186.7,23 / 35,700016,2020-01-10 18:14:38:886
5.270432,-10.939743,0.740524,1.108579,-9.224534,-3.138377,-5.897962,-7.480708,-0.328881,-2.770203,0.933777,-1.199417,0,3.7888,47.1787,7.8339,167.7345,88.0222,163.4853,0,64.9421,60.01202,30.368437,43,NaN,6.804,4.5509996,175.9,26 / 36,800017,2020-01-10 18:16:18:887
