ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
-2.479599,4.119797,8.381607,-1.994225,4.176434,8.645858,-0.561307,-0.549687,0.283467,0.024582,0.068329,1.397293,85,3.2501,-3.9062,-44.1467,40.1526,-20.0913,16.1047,5,29.19144,60.000603,30.365732,62,NaN,0.792,7.5850005,234.6,23 / 31,10,2020-01-16 15:33:18:383
-2.479599,4.119797,8.381607,-1.994225,4.176434,8.645858,-0.561307,-0.549687,0.283467,0.024582,0.068329,1.397293,85,3.2501,-3.9062,-44.1467,40.1526,-20.0913,16.1047,5,29.19144,60.000603,30.365732,62,NaN,0.792,7.5850005,234.6,23 / 31,2510,2020-01-16 15:33:18:383
0.416199,-12.683914,-0.990494,-0.423889,-9.795981,-0.171623,-0.616907,0.216915,-1.180183,0.721619,-0.29689,-0.082367,0,7.0511,23.7442,-8.5968,100.2737,87.3272,112.0419,0,50.03716,60.02108,30.3708,0,NaN,0,34.4,0,0 / 31,5011,2020-01-16 15:33:23:384
-7.569671,-14.483154,-0.273422,-0.512509,-9.757589,0.834974,0.110864,-0.741007,-1.11503,0.63942,0.118744,-0.294525,0,13.6002,31.4453,-8.9722,211.4261,84.2664,31.5417,0,49.1182,60.02108,30.3708,0,NaN,0,34.4,0,0 / 31,10011,2020-01-16 15:33:28:384
-1.238205,-9.778549,-0.54158,-0.230995,-9.803926,0.006869,0.111889,0.876685,-1.80788,1.323502,-0.262268,0.053101,0,-17.6498,32.6935,12.0544,264.1353,83.2269,162.5975,0,53.65599,60.02108,30.3708,0,NaN,0,34.4,0,0 / 31,15012,2020-01-16 15:33:33:385
0.217468,-10.524338,-2.634109,0.506246,-9.789335,0.288132,-0.38698,-0.412881,-2.971685,1.282654,0.523544,0.126968,0,-17.0502,36.8942,-1.8967,262.9611,83.3304,-151.677,0,51.91823,60.02108,30.3708,0,NaN,0,34.4,0,0 / 31,20011,2020-01-16 15:33:38:384
-3.550995,-11.906998,-3.60495,-0.171765,-9.799176,0.342097,-2.180245,0.478121,-2.399761,0.607986,-0.226044,0.282852,0,14.0503,40.3458,-14.6957,197.7027,87.7629,26.661,0,62.88062,60.021065,30.370337,0,NaN,0,60,0,0 / 31,25011,2020-01-16 15:33:43:384
1.335571,-15.015869,-5.456878,-0.492331,-9.792811,-0.169838,-2.313146,-2.614114,-0.99382,-1.483307,0.878632,-0.015244,0,-5.6,27.7939,9.7031,288.846,86.9558,109.0328,0,44.5577,60.021065,30.370337,0,NaN,0,60,0,0 / 31,30011,2020-01-16 15:33:48:384
-0.861114,-4.573547,-1.508835,-0.154501,-6.512762,-7.330105,-0.377169,2.042864,5.893965,-2.707107,1.824936,0.460388,0,-14.2487,21.2952,23.2529,254.9575,56.7716,168.2458,0,55.69483,60.021065,30.370337,0,NaN,0,60,0,0 / 31,35011,2020-01-16 15:33:53:384
0.092972,-2.876068,-4.100555,-0.337345,-6.58325,-7.260675,0.816581,3.386432,2.28272,-0.917831,1.502701,0.212006,0,0.9003,22.9446,16.9037,351.6368,41.9911,173.8053,0,54.60628,60.021065,30.370337,0,NaN,0,60,0,0 / 31,40011,2020-01-16 15:33:58:384
-3.682678,-6.646927,-1.170059,0.615314,-5.659915,-7.984807,-1.025518,3.095775,-1.242673,0.10199,-0.026306,1.194,0,6.1005,15.2939,29.6539,119.8081,35.2504,-175.5935,0,62.07781,60.01945,30.367928,0,NaN,0,300,0,0 / 31,45011,2020-01-16 15:34:03:384
-0.760559,-5.437866,-0.948593,-1.276617,-7.183094,-6.55315,1.481558,1.185912,5.398303,-1.768433,1.476959,0.279648,0,-25.6485,26.9943,30.1529,270.8329,47.094,168.9763,0,45.38645,60.01945,30.367928,0,NaN,0,300,0,0 / 31,50011,2020-01-16 15:34:08:384
-3.187073,-10.470474,1.096054,-0.575014,-9.722587,1.145014,-0.601821,0.867257,-1.100977,0.005051,-0.436615,0.036942,0,-17.5003,59.3948,14.3539,12.6657,81.228,34.6369,0,70.56282,60.01945,30.367928,0,NaN,0,300,0,0 / 31,55011,2020-01-16 15:34:13:384
-1.541061,6.512802,7.275498,-1.400695,6.041826,7.596366,0.442718,-0.044025,-0.084381,0.56485,0.60788,0.096787,148,30.0491,-40.2054,-34.7961,249.6881,-36.3555,9.2425,5,29.84136,60.01945,30.367928,0,NaN,0,300,0,0 / 23,60011,2020-01-16 15:34:18:384
-0.357132,3.28421,7.591522,-1.037871,3.934938,8.922415,1.502998,0.254635,-0.115234,0.240829,0.50827,0.43483,85,31.3507,-29.7043,-45.4971,252.4247,-23.6565,6.6349,5,37.43948,60.02206,30.37269,0,NaN,0,98.4,0,0 / 23,65010,2020-01-16 15:34:23:383
