ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
1.645615,1.512512,9.135788,1.122142,0.957384,9.695081,0.100488,0.211454,-0.011527,-0.344421,0.245255,0.09967,0,-12.9028,-20.8603,-46.5485,156.0198,-8.8071,-8.4712,5,58.87223,60.018555,30.36672,0,NaN,0,400,0,0 / 41,17,2020-01-13 19:25:13:922
1.645615,1.512512,9.135788,1.122142,0.957384,9.695081,0.100488,0.211454,-0.011527,-0.344421,0.245255,0.09967,0,-12.9028,-20.8603,-46.5485,156.0198,-8.8071,-8.4712,5,58.87223,60.018555,30.36672,0,NaN,0,400,0,0 / 41,2517,2020-01-13 19:25:13:922
5.908493,-20.602737,-10.770798,0.139752,-8.797974,-4.329726,0.750376,7.470272,6.271323,2.53624,0.638519,0.543701,0,-6.0211,35.1654,45.4178,190.2787,63.7851,-178.1513,0,62.60768,60.018555,30.36672,0,NaN,0,400,0,2 / 41,5013,2020-01-13 19:25:18:918
-1.919342,-1.269562,1.859802,-0.610755,-8.231101,-5.295879,-2.038523,3.995788,6.30617,-2.194076,2.302109,0.537308,0,2.829,37.117,36.6165,186.5127,57.0704,173.4213,0,62.21833,60.018555,30.36672,0,NaN,0,400,0,3 / 41,10012,2020-01-13 19:25:23:917
2.474014,-14.651947,-2.752624,-0.810564,-9.288913,-3.038004,3.647582,-9.825515,-0.097626,-3.631119,2.715439,-0.345428,0,6.311,46.2982,16.0568,307.0097,84.0712,45.16,0,63.02603,60.019,30.368122,0,NaN,0,600,0,3 / 41,15012,2020-01-13 19:25:28:917
-3.710205,-14.559769,-7.57933,-0.660959,-9.528289,2.223786,-2.815584,-4.877352,-5.764661,-1.232849,0.275436,0.416946,0,2.8793,49.8154,2.2171,349.6018,71.5387,6.1138,0,65.57862,60.019,30.368122,0,NaN,0,600,0,4 / 41,20013,2020-01-13 19:25:33:918
-2.510712,-8.415054,1.030212,-0.540908,-9.766352,0.704407,-0.920009,2.606935,-0.351205,2.443741,-0.64299,0.31308,0,0.0763,48.114,18.9728,329.1257,84.804,37.5203,0,63.27756,60.019,30.368122,0,NaN,0,600,0,4 / 41,25013,2020-01-13 19:25:38:918
-6.249267,-10.922974,3.936783,-0.018619,-8.506087,-4.880217,1.845553,-4.468692,2.06602,-0.853073,0.091507,-1.038559,0,-4.5212,33.5159,34.8175,209.601,67.5201,171.0923,0,65.96103,60.019,30.368122,0,NaN,0,600,0,4 / 41,30012,2020-01-13 19:25:43:917
-0.552261,-7.657287,-1.477707,-0.600257,-9.732029,1.047708,0.300375,2.459718,-2.538936,2.366333,-1.58255,-0.064377,0,-9.5215,43.4647,26.4679,239.5218,78.3753,157.8323,0,65.96091,60.019,30.368122,0,NaN,0,600,0,5 / 41,35013,2020-01-13 19:25:48:918
-3.876602,-12.329575,1.094864,-0.598157,-9.77817,-0.447193,-0.796384,0.465397,-3.633688,2.277023,0.339539,-0.334778,0,-11.8713,38.6154,31.218,235.0559,64.5542,175.0939,0,61.98638,60.019,30.368122,0,NaN,0,600,0,5 / 41,40012,2020-01-13 19:25:53:917
-4.1268,-8.63652,11.302536,-0.065297,-8.756988,-4.413762,2.814947,-0.581616,-1.328476,-0.926224,0.878738,-0.260742,0,-15.3213,33.4137,30.7175,230.7552,63.2481,179.1524,0,63.60465,60.019,30.368122,0,NaN,0,600,0,5 / 41,45012,2020-01-13 19:25:58:917
-1.767319,-2.507355,0.565735,0.293017,-8.668286,-4.576607,2.227915,8.110492,8.879038,1.569687,1.32721,0.906082,0,-16.2216,30.4138,37.767,228.7188,58.6151,176.6614,0,64.53008,60.019,30.368122,0,NaN,0,600,0,5 / 41,50013,2020-01-13 19:26:03:918
