ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
1.375076,1.613068,10.195221,1.836837,1.465106,9.521023,0.589772,-0.903266,1.519626,0.496857,-0.197815,-0.043121,726,7.6386,-1.5961,-51.5854,285.609,-7.1751,-9.0367,5,66.40967,60.00989,30.371246,52,NaN,0,7.5850005,,14 / 31,18,2020-01-17 15:21:33:245
1.375076,1.613068,10.195221,1.836837,1.465106,9.521023,0.589772,-0.903266,1.519626,0.496857,-0.197815,-0.043121,726,7.6386,-1.5961,-51.5854,285.609,-7.1751,-9.0367,5,66.40967,60.00989,30.371246,52,NaN,0,7.5850005,,14 / 31,2518,2020-01-17 15:21:33:245
-2.599304,-13.59491,-3.065063,-0.457932,-9.550243,2.180262,-3.37199,-1.635769,-6.694938,1.430725,-0.063416,-0.447388,0,5.4337,19.1101,7.5729,262.4462,82.9355,79.9287,0,54.01729,60.009895,30.37118,40,NaN,0,7.5850005,,16 / 31,5018,2020-01-17 15:21:38:245
1.42775,-4.848892,-1.328064,-2.005167,-9.594614,-0.305107,1.110545,3.159302,-0.346438,2.200562,-1.933838,-0.881485,0,16.5833,17.7078,28.0716,177.5852,52.5756,163.0548,0,60.35167,60.009907,30.371141,39,NaN,0,9.101999,,17 / 31,10017,2020-01-17 15:21:43:244
-8.467499,-10.311264,14.118118,-2.128378,-8.364178,-4.656276,0.829479,-7.600792,-11.424341,-0.512665,0.783112,-0.016312,0,14.3616,18.5379,45.163,182.5414,51.695,161.3589,0,63.5318,60.009907,30.371084,40,NaN,7.956,7.5850005,259.7,18 / 31,15018,2020-01-17 15:21:48:245
3.136002,-0.997818,3.21373,-1.769451,-7.740337,-5.755573,4.253683,6.058347,10.871347,2.260391,0.000137,0.884537,0,12.3779,19.9265,41.2216,200.7527,56.3726,147.7259,0,55.23264,60.00992,30.370905,37,NaN,4.572,12.136,300.2,19 / 31,20018,2020-01-17 15:21:53:245
2.982773,-1.066055,5.363724,-2.411481,-7.66441,-5.622451,-0.229252,6.23371,8.512186,-2.186737,2.427353,2.268677,0,15.8325,23.4131,45.4636,211.8731,66.2157,143.6424,0,61.35878,60.009953,30.370754,36,NaN,3.42,15.170001,298.5,19 / 31,25018,2020-01-17 15:21:58:245
0.885452,-21.524506,-1.246674,-2.608155,-8.812,-3.422948,3.006762,-8.591829,0.840144,-2.977157,0.82431,1.5569,0,1.68,37.8098,11.4151,350.1721,75.8616,7.3847,0,64.83907,60.009964,30.370636,36,NaN,5.544,22.755001,279.1,16 / 31,30017,2020-01-17 15:22:03:244
-5.728531,-12.065018,7.953049,-0.183811,-9.53247,2.295351,-6.986687,-3.550944,-2.961032,-1.700973,0.181778,0.518448,0,1.7334,44.4107,12.7228,342.3707,80.2449,18.5414,0,62.18584,60.00996,30.370447,34,NaN,6.264,34.891,272.3,16 / 31,35017,2020-01-17 15:22:08:244
-3.008713,-11.987198,-5.723831,-0.420814,-9.529316,2.27716,-2.931431,1.014237,-3.869017,1.902817,-0.290146,-0.846863,0,10.6354,41.0095,24.2722,232.313,71.0397,129.026,0,69.66425,60.009995,30.370035,38,NaN,11.52,34.891,280.4,14 / 31,40017,2020-01-17 15:22:13:244
3.234177,-5.264282,0.036621,-2.587039,-8.583215,-3.975682,7.231486,3.156291,2.9165,2.99614,-3.319214,-1.792648,0,7.283,33.0597,42.2684,215.3279,57.7742,154.1415,0,61.93288,60.01,30.369795,43,NaN,4.536,18.203999,281.4,14 / 31,45018,2020-01-17 15:22:18:245
-3.832321,-12.911362,-9.979523,-2.37201,-8.568631,-4.137936,-0.83007,-3.430582,-9.090532,1.540283,-0.062881,0.277344,0,9.7336,28.9124,47.8683,203.7405,51.1673,158.1969,0,62.9942,60.01001,30.369633,42,NaN,8.892,15.170001,285.9,14 / 31,50018,2020-01-17 15:22:23:245
-1.465652,-12.682709,-4.660797,-1.770686,-9.437881,-1.990346,3.394355,-7.466205,2.163423,-3.198379,0.439209,0.749252,0,4.332,38.2599,8.7677,330.9953,79.0818,25.4463,0,68.60305,60.01004,30.369482,42,NaN,4.104,9.101999,299.2,15 / 31,55018,2020-01-17 15:22:28:245
-5.359817,-11.347946,1.330689,-2.44633,-8.949418,-3.177068,-4.473253,-2.913221,9.978747,2.584412,-2.430252,-0.967056,0,35.1807,33.9111,15.1154,121.0321,62.0376,145.8742,0,58.63028,60.01004,30.369438,45,NaN,3.06,10.6189995,254.2,16 / 31,60018,2020-01-17 15:22:33:245
-1.459656,-9.909027,-0.352432,-1.709763,-9.656009,-0.092731,0.280747,0.062423,-0.244308,-0.011108,-0.562668,0.056656,0,11.8317,34.3094,-4.8309,125.8562,80.3165,100.0378,0,63.18418,60.01004,30.369513,45,NaN,1.224,18.203999,114.1,19 / 31,65018,2020-01-17 15:22:38:245
-2.016312,-10.038315,-2.365951,-1.567432,-9.680537,-0.027432,-0.453617,-0.879086,-0.223697,-0.333878,0.999374,0.084885,0,15.6815,33.8104,-13.0814,151.9011,81.0735,71.7745,0,43.26764,60.010082,30.369549,42,NaN,1.224,18.203999,348.4,19 / 31,70019,2020-01-17 15:22:43:246
-1.266937,-10.008392,0.422089,-2.004644,-9.599246,0.079053,0.439013,-0.066107,0.084977,0.16449,0.11377,0.158386,0,6.8329,34.8602,-3.0304,92.4478,79.0897,92.0546,0,48.71202,60.010117,30.369616,45,NaN,0.54,18.203999,95.6,21 / 31,75018,2020-01-17 15:22:48:245
-3.013504,-9.418228,-0.565521,-2.568131,-9.45672,-0.381523,-0.506046,0.281336,-0.079275,-0.080521,-0.501236,0.061264,0,8.6319,39.2105,-0.2808,69.6393,76.2341,103.5294,0,49.98989,60.01012,30.369663,45,NaN,3.672,18.203999,141.7,21 / 31,80018,2020-01-17 15:22:53:245
-2.896179,-9.411041,-0.6996,-1.987234,-9.474241,-1.568454,0.273183,-0.130721,0.707945,-0.083359,0.863373,0.044937,0,-1.9684,41.8106,12.3688,298.3598,76.4043,117.2975,0,53.02294,60.0101,30.369661,49,NaN,1.692,16.687,196.9,21 / 31,85018,2020-01-17 15:22:58:245
-2.177917,-9.789322,0.260483,-2.116231,-9.575027,-0.104081,0.110428,0.07973,0.240846,-0.032593,-0.497513,0.03215,0,19.4824,35.7101,-11.0321,126.3925,77.6804,96.2879,0,58.63306,60.010128,30.369623,48,NaN,0,16.687,,21 / 31,90018,2020-01-17 15:23:03:245
-1.713455,-9.867142,-0.376373,-1.709057,-9.649688,-0.364728,0.002171,0.007482,0.010759,-0.038803,-0.069092,-0.009033,0,13.53,40.3107,-6.0303,119.762,79.5574,101.8908,0,40.34586,60.010147,30.369617,46,NaN,0,16.687,,21 / 31,95018,2020-01-17 15:23:08:245
-5.071319,-13.242966,-5.133651,-3.025506,-9.141721,-1.856245,7.907799,3.764064,7.206567,1.399841,-2.604248,-1.237289,0,24.6338,42.1585,19.2169,95.213,57.3623,152.659,0,69.66622,60.01016,30.3696,47,NaN,0,15.170001,,21 / 31,100018,2020-01-17 15:23:13:245
-8.467499,-15.963974,6.259156,-3.409735,-9.009066,-1.838705,10.711801,6.713393,3.451891,0.943909,-1.906509,-0.575928,0,28.6316,36.7584,17.5629,132.7158,60.5849,140.3626,0,69.24935,60.010174,30.3696,45,NaN,0,15.170001,,21 / 31,105018,2020-01-17 15:23:18:245
-5.17427,-9.785736,-6.488769,-2.73049,-8.502077,-4.05333,0.586855,-8.887778,-14.421909,2.743485,0.066727,0.299011,0,26.4816,32.811,17.1173,92.137,50.5821,149.7062,0,66.5727,60.010178,30.369602,45,NaN,0,16.687,,22 / 31,110018,2020-01-17 15:23:23:245
-10.779099,-18.99144,-26.315157,-2.990485,-8.65433,-3.511402,-0.7812,-12.935566,-17.095638,-0.427795,0.199524,0.005707,0,25.0809,25.3601,14.8651,109.2098,51.4689,148.3637,0,60.39749,60.010403,30.369656,48,NaN,3.348,16.687,357.5,22 / 31,115017,2020-01-17 15:23:28:244
3.024674,-0.344192,4.244431,-2.284724,-7.883249,-5.367009,-0.444519,5.835241,7.700071,-1.298126,2.767883,1.48233,0,11.5646,29.8111,17.6025,179.935,59.8783,146.3209,0,53.69878,60.010445,30.36964,44,NaN,4.788,19.720999,20.7,21 / 30,120017,2020-01-17 15:23:33:244
-1.424942,-1.177383,3.943955,-3.310696,-7.925374,-4.732665,-2.150921,2.75457,5.631729,-0.586533,2.567429,0.645218,0,6.9641,35.463,4.9454,36.0366,74.2047,131.8483,0,61.64226,60.01053,30.369719,46,NaN,4.464,19.720999,351,19 / 31,125018,2020-01-17 15:23:38:245
