ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
1.630051,9.305634,2.191406,1.801248,9.416523,2.06276,-0.020219,7.9E-05,-0.053701,-0.268646,0.327103,0.048996,0,-5.8884,-44.2825,6.1523,141.7971,-75.3638,-47.414,5,37.88257,59.998833,30.362463,0,NaN,0,500,0,0 / 0,19,2020-01-19 16:19:35:794
1.630051,9.305634,2.191406,1.801248,9.416523,2.06276,-0.020219,7.9E-05,-0.053701,-0.268646,0.327103,0.048996,0,-5.8884,-44.2825,6.1523,141.7971,-75.3638,-47.414,5,37.88257,59.998833,30.362463,0,NaN,0,500,0,0 / 0,2519,2020-01-19 16:19:35:794
-7.885696,3.200424,-4.879867,-7.075078,5.263229,-4.290931,1.787111,-0.548251,0.687938,0.936173,0.977814,-0.899979,0,37.8616,-28.2837,-4.4479,91.3611,-39.4604,113.3113,0,37.81529,59.998833,30.362463,0,NaN,0,500,0,0 / 0,5020,2020-01-19 16:19:40:795
-7.319473,-2.370895,-6.227798,-7.244437,-2.282567,-6.203095,-0.02632,-0.027892,0.048058,-0.012451,-0.040939,-0.009048,0,41.684,-1.2054,20.8481,134.8574,13.4147,130.8511,0,19.3223,59.998833,30.362463,0,NaN,0,500,0,0 / 0,10019,2020-01-19 16:19:45:794
-7.434387,-2.327789,-6.17514,-7.339723,-2.270319,-6.094629,-4.9E-05,0.028778,0.016672,-0.004639,0.003616,-0.000534,0,41.9846,-3.7552,23.4497,148.3717,13.4357,129.6892,0,18.14932,59.998203,30.36051,0,NaN,0,23.197,0,0 / 0,15019,2020-01-19 16:19:50:794
-6.774795,-4.330536,-5.969238,-6.647307,-4.176355,-5.877223,-0.013905,-0.04972,0.007209,-0.005707,0.027588,0.007278,0,33.9844,21.2448,14.5493,70.8178,25.217,131.3911,0,5.94566,59.998203,30.36051,0,NaN,0,23.197,0,0 / 0,20019,2020-01-19 16:19:55:794
-6.750854,-4.216812,-6.003952,-6.62481,-4.182389,-5.898295,0.027646,-0.000819,-0.002422,0.001099,0.004181,-0.001648,0,34.285,20.5963,14.6988,72.5073,25.228,131.6699,0,18.46362,59.998203,30.36051,0,NaN,0,23.197,0,0 / 0,25019,2020-01-19 16:20:00:794
-6.707748,-4.264709,-5.951278,-6.638449,-4.181717,-5.883419,0.011473,-0.035373,0.005864,-0.00174,-7.6E-05,-0.00148,0,33.136,20.5948,15.4999,68.3824,25.2283,131.58,0,17.26248,59.998203,30.36051,0,NaN,0,23.197,0,0 / 0,30019,2020-01-19 16:20:05:794
-6.700577,-4.270691,-6.044647,-6.62223,-4.168855,-5.910761,-0.000599,0.007534,-0.010761,-0.001556,0.007553,-0.007324,0,31.7841,19.194,14.7003,74.4747,25.1496,131.7211,0,18.75523,59.998203,30.36051,0,NaN,0,23.197,0,0 / 0,35019,2020-01-19 16:20:10:794
-6.805908,-4.245544,-5.875854,-6.709905,-4.176771,-5.805354,-0.003834,0.007638,-0.015829,4.6E-05,-0.003098,0.00119,0,33.6868,21.1456,15.3503,70.5217,25.2177,130.9101,0,25.16524,59.998203,30.36051,0,NaN,0,23.197,0,0 / 0,40019,2020-01-19 16:20:15:794
