ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
-5.982315,1.253937,5.634262,-2.521279,2.320038,9.188632,0.366255,1.081182,0.362496,0.692261,0.435059,0.157013,354,-24.8856,-7.4097,-61.0443,82.1484,-13.6847,15.3438,5,61.92209,60.01945,30.367928,0,NaN,0,300,0,0 / 37,14,2020-01-13 19:23:23:643
-5.982315,1.253937,5.634262,-2.521279,2.320038,9.188632,0.366255,1.081182,0.362496,0.692261,0.435059,0.157013,354,-24.8856,-7.4097,-61.0443,82.1484,-13.6847,15.3438,5,61.92209,60.01945,30.367928,0,NaN,0,300,0,0 / 37,2514,2020-01-13 19:23:23:643
1.334366,-4.620239,-0.095062,0.052524,-8.559676,-4.785347,0.253227,3.463638,3.949999,3.088226,-1.180954,0.414459,0,25.029,38.6627,19.0414,83.9122,60.7908,-179.3711,0,64.29024,60.01945,30.367928,0,NaN,0,300,0,0 / 39,5014,2020-01-13 19:23:28:643
-0.043488,-9.946136,-1.280182,-1.952122,-9.591447,-0.603119,1.873446,-0.759623,-0.379282,-1.309723,-1.966232,0.013031,0,-5.8716,34.462,-5.0644,12.0069,77.9746,107.1688,0,63.46471,60.01945,30.367928,0,NaN,0,300,0,0 / 39,10015,2020-01-13 19:23:33:644
-3.630005,-9.667221,-5.229416,-1.015411,-9.58645,-1.799808,-1.467576,0.897059,-1.844956,-0.570969,-0.236069,-0.221329,0,1.4786,31.514,11.2885,256.0903,81.494,123.7184,0,57.22805,60.01945,30.367928,0,NaN,0,300,0,0 / 39,15015,2020-01-13 19:23:38:644
-1.118484,-14.496323,-1.405884,-0.942963,-9.620263,-1.652801,-0.199334,-2.614769,-9.034831,-0.778152,-2.022507,-0.117111,0,9.9945,29.01,10.6155,159.402,78.8114,150.2942,0,64.72006,60.01945,30.367928,0,NaN,0,300,0,0 / 39,20014,2020-01-13 19:23:43:643
-1.841537,-4.256317,-0.627762,-0.769841,-8.40129,-4.999606,0.666225,3.382762,4.997884,-0.211609,-0.408112,-0.962036,0,-16.571,29.2633,17.688,275.4232,64.6526,160.8585,0,57.56713,60.01945,30.367928,0,NaN,0,300,0,0 / 39,25015,2020-01-13 19:23:48:644
-0.543884,-7.730316,-2.488068,-0.598951,-8.133368,-5.446098,1.080914,-2.262075,1.306054,-0.286713,-0.094376,0.220932,0,-10.9711,34.0637,26.1887,246.8137,64.6261,169.3686,0,60.60985,60.01945,30.367928,0,NaN,0,300,0,0 / 39,30014,2020-01-13 19:23:53:643
-0.13208,-7.86438,-1.808105,-1.243579,-9.643717,-1.27382,0.712691,0.083032,0.048653,1.288635,-0.280273,0.321243,0,33.4305,36.0626,-7.6111,81.1051,75.3928,159.7316,0,62.0085,60.01945,30.367928,0,NaN,0,300,0,0 / 39,35014,2020-01-13 19:23:58:643
-2.098907,-8.011627,0.259277,-1.642074,-9.575724,-1.33398,3.336036,-0.574424,0.499235,1.29715,-2.466019,-0.04184,0,14.7797,37.0132,-11.1114,79.3426,77.5414,129.0896,0,61.47919,60.01975,30.368332,0,NaN,0,400,0,0 / 39,40015,2020-01-13 19:24:03:644
-2.125244,-11.221054,-0.424255,-0.739977,-9.654961,-1.550665,3.405522,0.996736,-9.242749,-0.250671,-2.5168,0.100739,0,15.1291,34.7137,13.2889,146.0211,79.9094,154.4895,0,65.78255,60.01975,30.368332,0,NaN,0,400,0,0 / 39,45014,2020-01-13 19:24:08:643
-2.608887,-11.784897,-11.15387,-0.42407,-9.127289,-3.561341,0.511954,-3.803298,-8.093292,2.185944,0.345749,0.428299,0,-14.3707,29.3625,31.3385,239.9721,55.1349,178.5191,0,56.85701,60.01975,30.368332,0,NaN,0,400,0,0 / 39,50015,2020-01-13 19:24:13:644
-0.730621,-5.046402,1.25528,0.066916,-8.096881,-5.532307,-0.985664,4.065241,7.056509,-2.500152,1.117355,-0.002426,0,5.2795,47.5143,20.5368,113.2857,67.0592,173.061,0,55.2764,60.01975,30.368332,0,NaN,0,400,0,0 / 39,55015,2020-01-13 19:24:18:644
-1.502762,-8.288162,-1.381943,-0.52936,-9.771825,-0.633729,3.239532,1.602118,-0.404205,2.051712,-0.891907,0.393158,0,-2.5269,40.8493,16.1682,241.3313,85.1699,140.1277,0,56.16793,60.020638,30.371138,0,NaN,0,699.999,0,0 / 35,60015,2020-01-13 19:24:23:644
1.913773,-13.046631,-3.838394,-0.711321,-9.73123,-0.983655,0.205482,-4.054785,7.082386,-3.334442,1.625305,-0.151199,0,1.5305,48.0637,8.8867,353.561,74.7512,2.5227,0,66.25798,60.020638,30.371138,0,NaN,0,699.999,0,0 / 35,65015,2020-01-13 19:24:28:644
