ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
-5.180252,5.659271,5.489426,-4.360066,5.971104,6.442525,-0.736467,-0.311519,-0.313329,-1.019302,-0.588486,0.628693,0,44.9249,-23.8419,-23.5443,314.2146,-39.2222,47.2185,5,29.90152,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,34,2020-01-19 15:54:06:469
-5.180252,5.659271,5.489426,-4.360066,5.971104,6.442525,-0.736467,-0.311519,-0.313329,-1.019302,-0.588486,0.628693,0,44.9249,-23.8419,-23.5443,314.2146,-39.2222,47.2185,5,29.90152,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,2534,2020-01-19 15:54:06:469
-0.005188,-9.434982,-4.108932,-1.176837,-9.456498,-2.315187,0.213294,0.580261,-2.113412,0.064606,-0.44397,0.300751,0,-20.2255,47.496,10.5347,297.2119,74.643,153.0552,0,62.00228,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,5033,2020-01-19 15:54:11:468
-2.669937,-8.312103,0.975143,-0.811185,-9.432679,-2.556741,-0.217158,2.08485,0.104766,-0.120575,0.08902,-0.015091,0,-1.8997,52.0203,22.435,239.4175,73.9984,161.8817,0,43.9005,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,10034,2020-01-19 15:54:16:469
-0.767746,-13.584137,-3.308075,-0.878601,-9.735376,-0.787966,-2.115044,-1.366785,-2.764254,-0.018845,0.877853,-0.162094,0,-9.8083,51.9058,14.444,316.5829,84.7292,89.8572,0,42.30055,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,15033,2020-01-19 15:54:21:468
1.486404,-10.351959,-3.071045,-0.437397,-7.749219,-5.994053,0.369472,-2.196964,4.083622,-3.707489,2.425858,-0.091965,0,-16.9159,49.498,11.7157,301.7575,70.4742,155.7529,0,48.2332,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,20034,2020-01-19 15:54:26:469
1.973618,-14.600464,1.413284,-1.288292,-9.493589,-2.093433,1.568554,0.832516,-1.538085,0.02803,-0.119949,0.214645,0,-3.2837,49.0631,19.4031,261.5421,75.4838,148.392,0,50.39711,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,25034,2020-01-19 15:54:31:469
0.181564,-11.319214,-2.394684,-1.79886,-9.535296,-1.418664,0.163653,0.628642,1.905105,0.913269,0.576904,-0.114166,0,-3.6346,53.363,1.9684,323.2192,72.7331,152.0683,0,56.25778,59.998096,30.35983,0,NaN,0,24.365997,0,0 / 0,30033,2020-01-19 15:54:36:468
-3.037445,-7.519623,-2.787338,-1.672889,-7.669664,-5.877761,0.653567,0.505162,4.593806,-1.639633,2.533981,1.283646,0,4.0421,44.0552,27.8778,269.3904,57.9514,159.4516,0,42.7661,59.99862,30.360817,0,NaN,0,54.683,0,0 / 0,35033,2020-01-19 15:54:41:468
-4.643951,-12.493576,-2.355179,-0.665142,-9.352312,-2.874406,-6.79641,-1.373783,6.942876,-2.852966,1.752075,-0.302536,0,-20.3552,55.1392,-0.0107,19.3164,84.843,66.064,0,37.5997,59.99862,30.360817,0,NaN,0,54.683,0,0 / 0,40034,2020-01-19 15:54:46:469
1.179947,-9.622925,-2.6353,-0.686448,-9.147931,-3.466198,-0.942935,-3.263501,-1.903532,-2.934296,3.027023,0.007996,0,-19.4595,52.0554,-0.7095,321.3887,68.8802,168.7981,0,50.33187,59.99862,30.360817,0,NaN,0,54.683,0,0 / 0,45034,2020-01-19 15:54:51:469
-7.447555,-10.933746,8.418732,-0.904685,-9.3465,-2.82752,-3.646577,-1.462851,5.593591,0.659561,-1.579193,0.264008,0,4.8676,35.6293,14.8193,199.7027,77.5079,151.8774,0,57.31829,59.99862,30.360817,0,NaN,0,54.683,0,0 / 0,50034,2020-01-19 15:54:56:469
-0.694717,-9.074661,-2.999222,-1.050201,-9.710129,-0.883664,-0.442092,1.018186,-1.283768,0.137573,-0.266968,-0.057343,0,3.6835,41.6214,3.1342,9.8,81.4277,129.4863,0,45.39272,59.998775,30.361183,0,NaN,0,92.9,0,0 / 0,55034,2020-01-19 15:55:01:469
-2.906952,-14.444855,-0.214767,-1.016421,-9.743471,-0.449499,-1.071356,-3.969595,-0.114467,-0.155548,0.382858,0.024673,0,8.6838,34.9548,-3.6972,190.9055,83.679,59.4427,0,52.84127,59.998775,30.361183,0,NaN,0,92.9,0,0 / 0,60034,2020-01-19 15:55:06:469
-4.156738,-11.137253,8.816162,-0.8699,-9.433737,-2.533431,-0.528804,-2.313138,6.292993,0.130127,0.487244,0.021835,0,-7.9422,29.7546,8.5602,275.5669,79.2131,154.1537,0,64.42888,59.998775,30.361183,0,NaN,0,92.9,0,0 / 0,65034,2020-01-19 15:55:11:469
-2.829147,-9.225494,-5.258148,-1.165388,-9.695403,-0.900793,-1.600968,3.733941,-3.273091,-1.185303,-0.51712,-0.203644,0,0.5417,31.987,-9.5139,40.3664,79.3367,123.2314,0,62.68755,59.998775,30.361183,0,NaN,0,92.9,0,0 / 0,70034,2020-01-19 15:55:16:469
-1.202286,-6.011276,-2.81607,-1.565705,-9.595364,-1.283723,-0.966623,2.800156,-2.286758,0.315308,-0.175171,-0.126404,0,1.1993,26.3138,10.3271,262.5608,78.2811,124.0219,0,63.60181,59.997925,30.364447,0,NaN,0,600,0,0 / 0,75034,2020-01-19 15:55:21:469
-2.274887,-7.287384,-4.046692,-1.315248,-9.679008,-0.870222,-1.62315,2.863282,-3.202875,0.877579,0.136063,-0.196014,0,-2.1423,27.4963,-6.0562,9.913,78.0047,132.6974,0,64.31574,59.997925,30.364447,0,NaN,0,600,0,0 / 0,80034,2020-01-19 15:55:26:469
0.248596,-9.958115,-1.498062,-1.42066,-9.478178,-2.077562,-3.028765,-2.323715,2.84593,1.004883,0.698349,0.106888,0,-3.4348,24.1562,11.3266,256.783,75.1142,151.8499,0,61.11457,59.997925,30.364447,0,NaN,0,600,0,0 / 0,85033,2020-01-19 15:55:31:468
-0.852737,-9.976074,0.593277,-1.318322,-9.342536,-2.67384,-6.330329,-2.802845,7.043352,0.773544,0.572815,0.496231,0,-8.7997,29.2053,-3.7811,340.4487,73.5419,149.0564,0,62.44937,59.997925,30.364447,0,NaN,0,600,0,0 / 0,90034,2020-01-19 15:55:36:469
-0.661194,3.645737,9.315353,-0.849645,3.915982,8.950619,0.198716,-0.382828,0.06886,-0.313553,-0.089233,-0.132263,0,8.7997,-4.0955,-18.689,300.5323,-23.5356,5.4226,5,38.2011,59.998264,30.360077,0,NaN,0,36.9,0,0 / 0,95036,2020-01-19 15:55:41:471
