ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
0.276138,1.823746,10.938629,-0.714175,3.382885,9.17695,0.969141,-1.097288,2.56599,0.128906,-0.671402,0.085632,72,-11.4349,-2.71,-35.7437,66.322,-17.9258,9.9369,5,58.75399,60.010254,30.369377,42,NaN,20.016,10.6189995,9.7,0 / 31,16,2020-01-13 15:18:48:020
0.276138,1.823746,10.938629,-0.714175,3.382885,9.17695,0.969141,-1.097288,2.56599,0.128906,-0.671402,0.085632,72,-11.4349,-2.71,-35.7437,66.322,-17.9258,9.9369,5,58.75399,60.010254,30.369377,42,NaN,20.016,10.6189995,9.7,0 / 31,2516,2020-01-13 15:18:48:020
-17.333221,-11.535889,4.095993,-7.244864,-6.420408,-1.568653,-2.462992,-0.334778,0.82164,-3.934006,-3.832931,-2.085007,6,1.7212,8.3389,-27.0889,145.9844,40.8969,102.2171,5,57.66117,60.010254,30.369377,42,NaN,20.016,10.6189995,9.7,0 / 31,5016,2020-01-13 15:18:53:020
-0.075821,-8.242676,-1.071884,-1.023969,-8.090592,-5.446484,-1.245632,-0.138639,4.500625,-0.822189,2.892441,1.900314,0,-10.3851,23.8922,33.2047,226.3327,65.5446,165.8359,0,64.63657,60.010254,30.369377,42,NaN,20.016,10.6189995,9.7,0 / 31,10017,2020-01-13 15:18:58:021
-2.092926,-6.747482,-2.564682,-1.462753,-8.313291,-4.991987,0.711576,1.089162,3.095782,-2.538864,3.042832,1.074387,0,-28.5858,29.1916,25.4059,266.0256,75.1555,154.898,0,62.40273,60.02108,30.3708,0,NaN,0,42.5,0,0 / 31,15017,2020-01-13 15:19:03:021
-4.79599,-10.442947,-1.533966,-1.365216,-8.763579,-4.184047,-4.045664,-1.382925,2.971748,-1.567337,2.654007,1.716202,0,-21.6354,39.7919,10.0052,294.7879,76.9873,150.4181,0,65.91301,60.02108,30.3708,0,NaN,0,42.5,0,0 / 31,20016,2020-01-13 15:19:08:020
-2.025894,-8.625748,-5.527496,-1.385583,-9.381277,-2.498439,-2.49045,-4.871839,2.286409,-2.902115,1.996903,0.865768,0,1.8143,40.741,-10.495,18.8018,73.0627,150.9882,0,61.67653,60.02108,30.3708,0,NaN,0,42.5,0,0 / 31,25017,2020-01-13 15:19:13:021
-3.601272,-8.865158,-8.472366,-1.61906,-8.214373,-5.106184,-2.639066,-2.281321,0.433998,-1.701202,2.297501,2.243164,0,-14.9902,22.2412,23.6038,235.265,73.2861,168.8057,0,47.7179,60.02108,30.3708,0,NaN,0,42.5,0,0 / 31,30017,2020-01-13 15:19:18:021
-2.219818,-15.758072,-7.482361,-1.060328,-7.178362,-6.596758,1.293063,-4.019819,0.881887,1.228622,-0.781647,0.49736,0,-28.4851,18.7912,27.9053,263.4985,41.7452,176.7167,0,62.53321,60.020638,30.371138,0,NaN,0,699.999,0,0 / 31,35017,2020-01-13 15:19:23:021
0.557449,-19.19136,-13.502594,-1.288911,-7.241082,-6.486588,1.032402,-6.875766,-0.197708,1.046997,-0.340454,0.456177,0,-14.537,22.583,21.4478,283.5657,41.605,176.1785,0,57.48908,60.020638,30.371138,0,NaN,0,699.999,0,0 / 31,40016,2020-01-13 15:19:28:020
-1.11969,-8.055923,-1.792541,-0.286656,-9.798149,-0.290673,1.040253,1.080706,-1.405461,1.587616,0.593781,0.197678,0,-1.1536,35.3012,8.6472,313.4576,62.1218,163.521,0,63.58692,60.020638,30.371138,0,NaN,0,699.999,0,0 / 31,45016,2020-01-13 15:19:33:020
-0.005188,-10.603348,-5.309631,-1.83997,-7.148843,-6.455923,1.466423,-3.088276,1.09371,1.442383,-0.907532,-0.333191,0,-40.6357,28.3905,30.8563,278.2698,40.5256,168.7514,0,61.41942,60.020638,30.371138,0,NaN,0,699.999,0,0 / 30,50017,2020-01-13 15:19:38:021
-0.578598,-8.267807,-2.133713,1.655373,-6.849823,6.819828,-1.49318,-1.371751,-6.913747,3.22937,-2.143234,-0.273346,0,-35.6857,61.0901,9.0546,53.1794,62.9605,-13.9492,0,60.16985,60.02004,30.370333,0,NaN,0,600,0,0 / 31,55017,2020-01-13 15:19:43:021
-2.97998,2.928681,8.992142,-3.530995,3.386928,8.498893,0.499839,-0.562124,0.229139,0.020966,-0.087097,0.182755,99,1.1642,-16.4093,-23.9441,131.3,-19.4078,23.6469,5,50.62647,60.02004,30.370333,0,NaN,0,600,0,0 / 19,60016,2020-01-13 15:19:48:020
