ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,LIGHT,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z_azimuth,ORIENTATION_X_pitch,ORIENTATION_Y_roll,PROXIMITY,SOUND_LEVEL,LOCATION_Latitude,LOCATION_Longitude,LOCATION_Altitude,LOCATION_Altitude-google,LOCATION_Speed,LOCATION_Accuracy,LOCATION_ORIENTATION,Satellites_in_range,Time,Date
0.048691,6.291336,8.892776,-2.594001,4.439648,8.350513,-2.301748,0.229245,-0.164916,-0.638107,-1.103012,0.66774,0,11.8576,-6.2714,-13.5025,287.5761,-26.9182,17.2569,5,37.26575,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,16,2020-01-19 15:56:22:705
0.048691,6.291336,8.892776,-2.594001,4.439648,8.350513,-2.301748,0.229245,-0.164916,-0.638107,-1.103012,0.66774,0,11.8576,-6.2714,-13.5025,287.5761,-26.9182,17.2569,5,37.26575,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,2516,2020-01-19 15:56:22:705
-0.187149,-7.284988,-2.228287,-0.028275,-9.333521,-3.00915,-1.145195,-0.223827,1.072596,2.13176,-1.26973,-0.479721,0,-6.0059,20.2774,17.1433,211.661,72.1298,179.4617,0,57.97274,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,5015,2020-01-19 15:56:27:704
-1.410583,-14.270065,0.966766,0.132553,-9.750401,1.040433,-1.740024,-2.926208,-0.91454,0.537415,-0.567368,-0.362549,0,-3.6774,20.6299,-14.6347,170.978,83.8603,-7.2605,0,48.4823,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,10015,2020-01-19 15:56:32:704
-0.755768,-9.976074,-0.419464,-0.218215,-9.803274,0.136296,-0.575581,-0.026113,-0.343707,1.462769,-0.949783,-0.089127,0,-1.3565,25.621,-9.8038,2.6254,82.7697,170.8302,0,57.57392,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,15016,2020-01-19 15:56:37:705
2.721817,-9.419418,-2.830429,-0.256389,-9.770333,-0.803277,-1.653892,1.51365,-0.386156,1.167862,0.747711,-0.089478,0,0.8331,25.1617,9.2468,194.9193,85.0675,162.298,0,55.43396,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,20016,2020-01-19 15:56:42:705
-1.319595,-8.38034,-2.06189,0.156592,-9.328753,-3.019969,-1.900351,-0.054367,0.019757,1.674225,0.44162,-0.374969,0,4.1443,23.9441,-1.7853,22.278,72.0393,-177.0317,0,59.81066,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,25015,2020-01-19 15:56:47:704
-0.585785,-8.83165,-4.074219,-0.684424,-9.630829,-1.717289,-4.022332,-2.492241,5.713037,-0.576141,-1.907638,-0.72757,0,-8.4534,17.4561,11.6928,247.8487,79.1341,158.2703,0,52.29624,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,30016,2020-01-19 15:56:52:705
-0.907806,-9.372726,-0.935425,-0.57383,-9.785492,-0.292008,-1.014098,1.021603,-0.767144,0.41153,-0.599503,0.051315,0,18.5226,23.1506,-1.0742,98.6808,77.7272,166.9648,0,56.76444,59.998264,30.360077,0,NaN,0,34.4,0,0 / 0,35015,2020-01-19 15:56:57:704
1.58696,-12.047058,-3.442154,0.503028,-9.793652,0.041646,0.789751,-2.588006,-4.034564,-2.77504,-0.713486,0.290115,0,2.8427,28.569,-11.5128,285.9544,87.0497,-85.2673,0,35.05428,59.99823,30.36485,0,NaN,0,600,0,0 / 0,40016,2020-01-19 15:57:02:705
-2.969208,-12.478012,-3.551086,-0.249021,-9.524283,-2.323018,-1.546293,-0.639246,5.816279,1.126495,-2.548218,0.604889,0,-10.8414,27.9297,9.6909,261.2506,76.2174,173.8814,0,53.83953,59.99823,30.36485,0,NaN,0,600,0,0 / 0,45016,2020-01-19 15:57:07:705
0.725052,-4.379623,-2.740646,0.210135,-6.655926,-7.19895,-0.152685,3.202633,4.570651,-3.088928,1.261337,0.4767,0,6.0074,30.9204,24.6719,48.6285,42.7434,-178.328,0,63.26734,59.99823,30.36485,0,NaN,0,600,0,0 / 0,50015,2020-01-19 15:57:12:704
-0.671967,-14.496323,-1.791351,0.711404,-9.780178,-0.111333,-1.688793,-5.022882,-1.530082,0.180359,-0.569321,-0.256012,0,6.8375,36.5952,-11.3235,295.8525,87.5367,-77.0958,0,57.53282,59.99823,30.36485,0,NaN,0,600,0,0 / 0,55016,2020-01-19 15:57:17:705
-1.503952,-10.499207,-3.491226,-0.09831,-7.335517,-6.507758,2.761292,-2.087474,-3.253094,0.454315,-0.389282,-0.518433,0,8.1436,27.2507,34.8511,138.1771,48.4187,179.1345,0,58.67678,59.998775,30.361183,0,NaN,0,60,0,0 / 0,60016,2020-01-19 15:57:22:705
-0.982025,-3.800232,-5.528702,0.736935,-5.687502,-7.95485,-0.401685,2.229319,2.140007,0.496399,-0.157242,0.436768,0,17.6086,35.3012,38.4964,66.9855,57.8363,172.5467,0,66.86434,59.998775,30.361183,0,NaN,0,60,0,0 / 0,65015,2020-01-19 15:57:27:704
-2.725006,-12.074585,-10.336258,0.764995,-9.776437,0.080405,-0.044117,-3.511899,-3.265837,0.29773,0.549393,-0.447586,0,10.7681,48.201,-13.472,313.4061,85.5012,-83.9999,0,52.09497,59.998775,30.361183,0,NaN,0,60,0,0 / 0,70015,2020-01-19 15:57:32:704
